         8472894 function calls (8457698 primitive calls) in 465.529 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8396    0.076    0.000    0.489    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
     4198    0.069    0.000    0.170    0.000 feedparser.py:471(_parse_headers)
     4198    0.025    0.000    0.025    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
     4198    0.009    0.000    0.020    0.000 feedparser.py:70(close)
    42021    0.032    0.000    0.035    0.000 feedparser.py:78(readline)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        9    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
        5    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        5    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        4    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
       10    0.000    0.000    0.000    0.000 gb2312prober.py:34(__init__)
       20    0.000    0.000    0.000    0.000 gb2312prober.py:40(charset_name)
       20    0.000    0.000    0.000    0.000 gb2312prober.py:44(language)
       52    0.000    0.000    0.002    0.000 genericpath.py:27(isfile)
        6    0.000    0.000    0.000    0.000 handlers.py:140(handles)
        1    0.000    0.000    0.000    0.000 handlers.py:155(DatetimeHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:190(RegexHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:204(QueueHandler)
        1    0.000    0.000    0.006    0.006 handlers.py:22(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:220(CloneFactory)
        1    0.000    0.000    0.000    0.000 handlers.py:234(UUIDHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:38(Registry)
        1    0.000    0.000    0.000    0.000 handlers.py:40(__init__)
        6    0.000    0.000    0.000    0.000 handlers.py:59(register)
        1    0.000    0.000    0.000    0.000 handlers.py:99(BaseHandler)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
       10    0.000    0.000    0.000    0.000 hebrewprober.py:154(__init__)
       20    0.000    0.000    0.000    0.000 hebrewprober.py:164(reset)
       10    0.000    0.000    0.000    0.000 hebrewprober.py:174(set_model_probers)
       20    0.000    0.000    0.000    0.000 hebrewprober.py:178(is_final)
       10    0.000    0.000    0.033    0.003 hebrewprober.py:196(feed)
       30    0.000    0.000    0.000    0.000 hebrewprober.py:255(charset_name)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
       30    0.000    0.000    0.000    0.000 hebrewprober.py:282(language)
       10    0.000    0.000    0.000    0.000 hebrewprober.py:286(state)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:19(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
     8397    0.022    0.000    0.026    0.000 hooks.py:17(default_hooks)
    16794    0.004    0.000    0.004    0.000 hooks.py:18(<genexpr>)
     4198    0.003    0.000    0.005    0.000 hooks.py:23(dispatch_hook)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
       42    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 idnadata.py:5(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2341(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2345(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2349(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2518(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2648(Signature)
        1    0.000    0.000    0.006    0.006 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:848(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:850(BlockFinder)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1125(_parse_octet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1459(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1558(_IPv4Constants)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1612(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1630(_ip_int_from_string)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1734(_parse_hextet)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       99    0.000    0.000    0.000    0.000 ipaddress.py:1882(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2142(IPv6Network)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2158(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2264(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
       20    0.000    0.000    0.000    0.000 jpcntx.py:123(__init__)
       60    0.000    0.000    0.000    0.000 jpcntx.py:131(reset)
       40    0.000    0.000    0.000    0.000 jpcntx.py:173(get_confidence)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
       10    0.000    0.000    0.000    0.000 jpcntx.py:184(__init__)
       20    0.000    0.000    0.000    0.000 jpcntx.py:188(charset_name)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
       10    0.000    0.000    0.000    0.000 latin1prober.py:103(reset)
       10    0.020    0.002    0.155    0.016 latin1prober.py:116(feed)
       10    0.000    0.000    0.000    0.000 latin1prober.py:130(get_confidence)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
       10    0.000    0.000    0.000    0.000 latin1prober.py:97(__init__)
        1    0.000    0.000    0.003    0.003 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000  465.577  465.577 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
       70    0.000    0.000    0.000    0.000 mbcharsetprober.py:39(__init__)
      140    0.000    0.000    0.000    0.000 mbcharsetprober.py:45(reset)
      100    0.000    0.000    0.000    0.000 mbcharsetprober.py:90(get_confidence)
        1    0.000    0.000    0.011    0.011 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
       10    0.000    0.000    0.002    0.000 mbcsgroupprober.py:42(__init__)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1159(EmailMessage)
     8396    0.017    0.000    0.017    0.000 message.py:120(__init__)
     4198    0.003    0.000    0.006    0.000 message.py:181(is_multipart)
     4198    0.014    0.000    0.032    0.000 message.py:213(get_payload)
    16792    0.015    0.000    0.021    0.000 message.py:29(_splitparam)
     4198    0.004    0.000    0.006    0.000 message.py:303(set_payload)
     4198    0.006    0.000    0.054    0.000 message.py:451(items)
     4198    0.012    0.000    0.049    0.000 message.py:459(<listcomp>)
    41980    0.066    0.000    0.145    0.000 message.py:462(get)
    29427    0.012    0.000    0.014    0.000 message.py:479(set_raw)
    16792    0.042    0.000    0.085    0.000 message.py:497(get_all)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
    16792    0.031    0.000    0.142    0.000 message.py:564(get_content_type)
    12594    0.009    0.000    0.093    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 models.py:170(RequestHooksMixin)
     4198    0.010    0.000    0.037    0.000 models.py:171(register_hook)
     4198    0.001    0.000    0.001    0.000 models.py:180(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:194(Request)
     4198    0.029    0.000    0.049    0.000 models.py:218(__init__)
     4198    0.012    0.000    0.961    0.000 models.py:246(prepare)
        1    0.000    0.000    0.000    0.000 models.py:264(PreparedRequest)
     4198    0.009    0.000    0.016    0.000 models.py:282(__init__)
     4198    0.026    0.000    0.932    0.000 models.py:299(prepare)
     4198    0.010    0.000    0.015    0.000 models.py:331(prepare_method)
     4198    0.042    0.000    0.333    0.000 models.py:347(prepare_url)
     4198    0.024    0.000    0.090    0.000 models.py:433(prepare_headers)
     4198    0.020    0.000    0.046    0.000 models.py:444(prepare_body)
     8396    0.004    0.000    0.004    0.000 models.py:513(prepare_content_length)
     4198    0.020    0.000    0.090    0.000 models.py:526(prepare_auth)
     4198    0.016    0.000    0.288    0.000 models.py:548(prepare_cookies)
     4198    0.006    0.000    0.043    0.000 models.py:568(prepare_hooks)
        1    0.000    0.000    0.000    0.000 models.py:578(Response)
     4198    0.044    0.000    0.181    0.000 models.py:588(__init__)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
     4198    0.009    0.000    0.019    0.000 models.py:61(path_url)
     4198    0.006    0.000    0.014    0.000 models.py:702(is_redirect)
     3591    0.011    0.000    1.310    0.000 models.py:719(apparent_encoding)
     4198    0.010    0.000    0.011    0.000 models.py:724(iter_content)
     9043    0.016    0.000  211.757    0.023 models.py:741(generate)
        1    0.000    0.000    0.003    0.003 models.py:8(<module>)
    16185    0.024    0.000  211.803    0.013 models.py:810(content)
     4198    0.019    0.000    0.083    0.000 models.py:82(_encode_params)
     4198    0.024    0.000    1.337    0.000 models.py:830(text)
     1060    0.000    0.000    0.000    0.000 node.py:111(tag)
      460    0.000    0.000    0.000    0.000 node.py:121(update_bpointer)
      459    0.000    0.000    0.000    0.000 node.py:125(update_fpointer)
      460    0.001    0.000    0.001    0.000 node.py:18(__init__)
        1    0.000    0.000    0.028    0.028 node.py:4(<module>)
      530    0.000    0.000    0.000    0.000 node.py:43(__lt__)
      460    0.000    0.000    0.000    0.000 node.py:46(_set_identifier)
      460    0.000    0.000    0.000    0.000 node.py:58(bpointer)
      460    0.000    0.000    0.000    0.000 node.py:68(fpointer)
     2300    0.000    0.000    0.000    0.000 node.py:87(identifier)
        1    0.000    0.000    0.000    0.000 node.py:9(Node)
       55    0.000    0.000    0.000    0.000 ntpath.py:121(splitdrive)
        1    0.000    0.000    0.000    0.000 ntpath.py:199(split)
        1    0.000    0.000    0.000    0.000 ntpath.py:240(dirname)
        1    0.000    0.000    0.000    0.000 ntpath.py:33(_get_bothseps)
        1    0.000    0.000    0.000    0.000 ntpath.py:43(normcase)
       27    0.000    0.000    0.000    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        7    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        7    0.000    0.000    0.000    0.000 os.py:726(check_str)
        7    0.000    0.000    0.000    0.000 os.py:732(encodekey)
        3    0.000    0.000    0.000    0.000 os.py:758(getenv)
        1    0.000    0.000    0.005    0.005 packages.py:1(<module>)
   155326    0.120    0.000    0.140    0.000 parse.py:101(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:118(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:134(_NetlocResultMixinBase)
    25188    0.018    0.000    0.059    0.000 parse.py:146(hostname)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
    25188    0.027    0.000    0.038    0.000 parse.py:180(_hostinfo)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:300(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:308(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:313(ParseResult)
     4198    0.002    0.000    0.029    0.000 parse.py:315(geturl)
        1    0.000    0.000    0.000    0.000 parse.py:319(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:327(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:332(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:338(_fix_result_transcoding)
    62970    0.150    0.000    0.486    0.000 parse.py:351(urlparse)
     3932    0.012    0.000    0.019    0.000 parse.py:376(_splitnetloc)
    75564    0.132    0.000    0.241    0.000 parse.py:384(urlsplit)
     8396    0.017    0.000    0.068    0.000 parse.py:440(urlunparse)
     8396    0.018    0.000    0.031    0.000 parse.py:451(urlunsplit)
        1    0.000    0.000    0.000    0.000 parse.py:711(Quoter)
    29386    0.041    0.000    0.182    0.000 parse.py:733(quote)
      196    0.000    0.000    0.002    0.000 parse.py:75(clear_cache)
    29386    0.061    0.000    0.123    0.000 parse.py:794(quote_from_bytes)
     4198    0.009    0.000    0.014    0.000 parse.py:816(urlencode)
   155326    0.015    0.000    0.015    0.000 parse.py:90(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
     4198    0.005    0.000    0.005    0.000 parser.py:18(__init__)
     4198    0.026    0.000    0.759    0.000 parser.py:42(parse)
        1    0.000    0.000    0.021    0.021 parser.py:5(<module>)
     4198    0.039    0.000    0.798    0.000 parser.py:60(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 pickler.py:53(Pickler)
        1    0.000    0.000    0.019    0.019 pickler.py:9(<module>)
        1    0.000    0.000    0.006    0.006 platform.py:10(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1028(system)
        1    0.000    0.000    0.000    0.000 platform.py:500(win32_ver)
        1    0.000    0.000    0.000    0.000 platform.py:721(_node)
        2    0.000    0.000    0.000    0.000 platform.py:890(uname)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:121(PoolManager)
        2    0.000    0.000    0.000    0.000 poolmanager.py:151(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:170(_new_pool)
     4198    0.015    0.000    0.152    0.000 poolmanager.py:206(connection_from_host)
     4198    0.013    0.000    0.128    0.000 poolmanager.py:229(connection_from_context)
     4198    0.012    0.000    0.039    0.000 poolmanager.py:242(connection_from_pool_key)
     4198    0.013    0.000    0.211    0.000 poolmanager.py:266(connection_from_url)
     4198    0.004    0.000    0.007    0.000 poolmanager.py:281(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 poolmanager.py:352(ProxyManager)
     4198    0.059    0.000    0.075    0.000 poolmanager.py:57(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.001    0.001 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
     4208    0.032    0.000    0.082    0.000 queue.py:115(put)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
     4198    0.018    0.000    0.047    0.000 queue.py:147(get)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:236(_init)
     8406    0.006    0.000    0.008    0.000 queue.py:239(_qsize)
     4208    0.004    0.000    0.005    0.000 queue.py:242(_put)
     4198    0.002    0.000    0.004    0.000 queue.py:245(_get)
        1    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.004    0.004 random.py:38(<module>)
        1    0.000    0.000    0.000    0.000 random.py:663(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
       10    0.000    0.000    0.033    0.003 re.py:184(sub)
      130    0.000    0.000    0.480    0.004 re.py:214(findall)
       70    0.000    0.000    0.025    0.000 re.py:231(compile)
        2    0.000    0.000    0.000    0.000 re.py:249(escape)
      210    0.001    0.000    0.026    0.000 re.py:286(_compile)
        2    0.000    0.000    0.002    0.001 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1195(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1213(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1225(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1343(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1352(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1367(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1385(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1443(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1501(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1559(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1612(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1669(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2115(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2368(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        3    0.000    0.000    0.000    0.000 request.py:41(__init__)
        1    0.000    0.000    0.000    0.000 request.py:434(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:612(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:631(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:648(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:652(HTTPRedirectHandler)
        1    0.000    0.000    0.004    0.004 request.py:68(<module>)
     4198    0.004    0.000    0.008    0.000 request.py:77(set_file_position)
        1    0.000    0.000    0.000    0.000 request.py:794(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:910(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 response.py:1(<module>)
     4198    0.040    0.000    0.085    0.000 response.py:113(__init__)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
     8396    0.003    0.000    0.004    0.000 response.py:150(<genexpr>)
     4198    0.012    0.000    0.109    0.000 response.py:174(release_conn)
     4198    0.009    0.000    0.023    0.000 response.py:202(_init_length)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
     4198    0.008    0.000    0.016    0.000 response.py:250(_init_decoder)
     4845    0.002    0.000    0.002    0.000 response.py:260(_decode)
     4198    0.004    0.000    0.004    0.000 response.py:278(_flush_decoder)
     8396    0.014    0.000    0.124    0.000 response.py:289(_error_catcher)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
     4198    0.011    0.000    0.047    0.000 response.py:38(assert_header_parsing)
     9043    0.015    0.000  211.739    0.023 response.py:415(stream)
     4198    0.048    0.000    0.364    0.000 response.py:441(from_httplib)
     4198    0.003    0.000    0.009    0.000 response.py:474(getheader)
     4198    0.006    0.000    0.009    0.000 response.py:489(closed)
     8396    0.004    0.000    0.006    0.000 response.py:526(supports_chunked_reads)
     9043    0.046    0.000  211.236    0.023 response.py:535(_update_chunk_length)
     4845    0.011    0.000    0.051    0.000 response.py:549(_handle_chunk)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
     9043    0.084    0.000  211.721    0.023 response.py:571(read_chunked)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
     4198    0.004    0.000    0.007    0.000 response.py:69(is_response_to_head)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 response.py:76(HTTPResponse)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:152(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:27(Retry)
     4198    0.007    0.000    0.009    0.000 retry.py:285(_is_method_retryable)
     4198    0.007    0.000    0.016    0.000 retry.py:294(is_retry)
      210    0.000    0.000    0.000    0.000 sbcharsetprober.py:124(get_confidence)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
      140    0.000    0.000    0.001    0.000 sbcharsetprober.py:39(__init__)
      280    0.000    0.000    0.000    0.000 sbcharsetprober.py:53(reset)
      140    0.000    0.000    0.000    0.000 sbcharsetprober.py:63(charset_name)
      140    0.000    0.000    0.000    0.000 sbcharsetprober.py:70(language)
      140    0.149    0.001    0.631    0.005 sbcharsetprober.py:77(feed)
        1    0.000    0.000    0.005    0.005 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
       10    0.000    0.000    0.001    0.000 sbcsgroupprober.py:44(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:130(_SelectorMapping)
     4156    0.002    0.000    0.002    0.000 selectors.py:133(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:150(BaseSelector)
     4156    0.008    0.000    0.010    0.000 selectors.py:165(__init__)
     4156    0.004    0.000    0.012    0.000 selectors.py:172(_fileobj_lookup)
     4156    0.016    0.000    0.033    0.000 selectors.py:192(register)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
     4156    0.006    0.000    0.008    0.000 selectors.py:250(close)
     4156    0.001    0.000    0.001    0.000 selectors.py:278(__enter__)
     4156    0.004    0.000    0.011    0.000 selectors.py:281(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:287(SelectSelector)
     4156    0.013    0.000    0.023    0.000 selectors.py:289(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:29(SelectorError)
